,arc,nommun,cvemun,region,dist_ori,dist_des,inm_30km,sc_30km,dis_tot,geometry,eventos,area,R1,R2,R3,R4,tipo_nodo,vul2r1,vul2r1_normalized
1135,PG1150-PG1190,"El Mante, Tamaulipas",28021.0,Desconocido,39.902,57.876,1,1,95.2925,POINT (-98.83306202430254 22.571021593292787),6.0,1613.885872,0.03112277,0.018286455,0.012597776,0.492337717,intersectante,,
1136,PG1150-PG1190,"Gonzalez, Tamaulipas",28012.0,Desconocido,80.731,12.076,1,1,95.2925,POINT (-98.55421462588188 22.786059442106744),8.0,3209.088757,0.012770199,0.010690538,0.010247407,0.497752253,intersectante,,
1137,PG1150-PG1190,"Gonzalez, Tamaulipas",28012.0,Golfo,72.204,0.0,1,1,95.2925,POINT (-98.57631895542929 22.790387349999992),8.0,3209.088757,0.012770199,0.010690538,0.010247407,0.497752253,destino,1.476449314756266,0.0416559622237551
1138,PG1190-PG1152,"Gonzalez, Tamaulipas",28012.0,Golfo,0.0,148.871,1,1,175.6874,POINT (-98.57631895542929 22.790387349999992),8.0,3209.088757,0.012770199,0.010690538,0.010247407,0.497752253,origen,2599.525377264577,0.3612164220410506
1139,PG1190-PG1152,"El Mante, Tamaulipas",28021.0,Desconocido,57.876,151.357,1,1,175.6874,POINT (-98.83306202430254 22.571021593292787),6.0,1613.885872,0.03112277,0.018286455,0.012597776,0.492337717,intersectante,,
1140,PG1190-PG1152,"Gonzalez, Tamaulipas",28012.0,Desconocido,12.076,157.397,1,1,175.6874,POINT (-98.55421462588188 22.786059442106744),8.0,3209.088757,0.012770199,0.010690538,0.010247407,0.497752253,intersectante,,
1141,PG1190-PG1152,"Gomez Farias, Tamaulipas",28011.0,Desconocido,81.277,82.223,1,1,175.6874,POINT (-99.17769307004377 23.006231973524326),,701.2500358,0.0113851,0.011035807,0.010123704,0.497166122,intersectante,,
1142,PG1190-PG1152,"Ocampo, Tamaulipas",28029.0,Desconocido,101.205,83.901,1,1,175.6874,POINT (-99.33646633990824 22.831294217157737),,1512.408169,0.01207765,0.011035807,0.010247407,0.498349818,intersectante,,
1143,PG1190-PG1152,"Xicotencatl, Tamaulipas",28043.0,Desconocido,52.657,98.468,1,1,175.6874,POINT (-98.9312697287309 23.004453387395415),,869.7272494,0.015886674,0.011381076,0.010123704,0.906686732,intersectante,,
1144,PG1190-PG1152,"Jaumave, Tamaulipas",28017.0,Golfo,148.869,0.0,1,1,175.6874,POINT (-99.3806698 23.404960000000006),538.0,2647.819006,0.012770199,0.01,0.010061852,0.909264065,destino,1585.2666632496735,0.3385088600551744
1145,PG1190-PG1229,"Gonzalez, Tamaulipas",28012.0,Golfo,0.0,59.422,1,1,68.35,POINT (-98.57631895542929 22.790387349999992),8.0,3209.088757,0.012770199,0.010690538,0.010247407,0.497752253,origen,5.739696677535778,0.08764660099821774
1146,PG1190-PG1229,"Gonzalez, Tamaulipas",28012.0,Desconocido,12.076,56.274,1,1,68.35,POINT (-98.55421462588188 22.786059442106744),8.0,3209.088757,0.012770199,0.010690538,0.010247407,0.497752253,intersectante,,
1147,PG1190-PG1229,"Aldama, Tamaulipas",28002.0,Golfo,59.422,0.0,1,1,68.35,POINT (-98.0741727 22.9196081),14.0,3763.411011,0.013116474,0.446817772,0.010371111,0.909287271,destino,0.09181531799999999,0.0040350973857449625
1148,PG1229-PG1192,"Aldama, Tamaulipas",28002.0,Golfo,0.0,180.029,1,1,202.9456667,POINT (-98.0741727 22.9196081),14.0,3763.411011,0.013116474,0.446817772,0.010371111,0.909287271,origen,0.09181531799999999,0.0040350973857449625
1149,PG1229-PG1192,"Abasolo, Tamaulipas",28001.0,Desconocido,162.181,34.27,1,1,202.9456667,POINT (-98.26860012698101 24.133298472846228),,1831.406408,0.010346275,0.078168449,0.010371111,0.907971712,intersectante,,
1150,PG1229-PG1192,"Jimenez, Tamaulipas",28018.0,Desconocido,191.403,11.717,1,1,202.9456667,POINT (-98.51975073781135 24.262727778911877),1.0,1664.151927,0.01207765,0.010690538,0.010371111,0.908859723,intersectante,,
1151,PG1229-PG1192,"Soto la Marina, Tamaulipas",28037.0,Desconocido,132.749,76.517,1,1,202.9456667,POINT (-98.03591934278911 23.78435598517634),54.0,6641.971117,0.016232949,0.011035807,0.010494814,0.909758851,intersectante,,
1152,PG1229-PG1192,"Jimenez, Tamaulipas",28018.0,Golfo,180.032,0.0,1,1,202.9456667,POINT (-98.483929 24.2169169),1.0,1664.151927,0.01207765,0.010690538,0.010371111,0.908859723,destino,7.869098783087175,0.10025871387106265
1153,PG1192-PG1232,"Jimenez, Tamaulipas",28018.0,Golfo,0.0,80.862,1,1,108.53,POINT (-98.483929 24.2169169),1.0,1664.151927,0.01207765,0.010690538,0.010371111,0.908859723,origen,0.12348359558587338,0.005348521582436152
1154,PG1192-PG1232,"Cruillas, Tamaulipas",28010.0,Desconocido,65.767,47.718,1,1,108.53,POINT (-98.44113163834609 24.629023133658784),1017.0,1861.233998,0.01069255,0.01,0.010123704,0.909839861,intersectante,,
1155,PG1192-PG1232,"Jimenez, Tamaulipas",28018.0,Desconocido,11.717,91.858,1,1,108.53,POINT (-98.51975073781135 24.262727778911877),1.0,1664.151927,0.01207765,0.010690538,0.010371111,0.908859723,intersectante,,
1156,PG1192-PG1232,"San Fernando, Tamaulipas",28035.0,Golfo,80.86,0.0,1,1,108.53,POINT (-98.1473493 24.846676899999988),703.0,6851.498632,0.015540399,0.019195786,0.011669999,0.908265234,destino,402.72535185893713,0.27564984637794304
1157,PG1232-PG1233,"San Fernando, Tamaulipas",28035.0,Golfo,0.0,148.762,1,1,187.304,POINT (-98.1473493 24.846676899999988),703.0,6851.498632,0.015540399,0.019195786,0.011669999,0.908265234,origen,358.7558921580688,0.27035300573647597
1158,PG1232-PG1233,"Mendez, Tamaulipas",28023.0,Desconocido,67.689,119.615,1,1,187.304,POINT (-98.43958211285874 25.222655975226736),,2507.952212,0.01,0.01,0.010185555,0.90983125,intersectante,,
1159,PG1232-PG1233,"Reynosa, Tamaulipas",28032.0,Golfo,148.819,0.0,1,10,187.304,POINT (-98.27881909999999 26.0907673),6339.0,3112.030371,0.155435467,0.394990063,0.027937024,0.884060299,destino,89.573220483,0.20699496912669832
1160,PG1233-PG1272,"Reynosa, Tamaulipas",28032.0,Golfo,0.0,86.939,1,10,122.7945,POINT (-98.27881909999999 26.0907673),6339.0,3112.030371,0.155435467,0.394990063,0.027937024,0.884060299,origen,15111.15086072245,0.4420539617518009
1161,PG1233-PG1272,"Rio Bravo, Tamaulipas",28033.0,Desconocido,54.034,69.152,1,1,122.7945,POINT (-98.03721282370614 25.746234257301747),50.0,1557.186602,0.027660021,0.01750106,0.012226665,0.900285757,intersectante,,
1162,PG1233-PG1272,"Valle Hermoso, Tamaulipas",28040.0,Desconocido,73.725,48.678,1,1,122.7945,POINT (-97.84584283644004 25.699614275707486),,890.9136747,0.024197272,0.146663273,0.010247407,0.895581524,intersectante,,
1163,PG1233-PG1272,"Matamoros, Tamaulipas",28022.0,Golfo,86.939,0.0,1,8,122.7945,POINT (-97.50648659999999 25.881015800000004),374.0,4614.994681,0.108688353,0.032035892,0.016989254,0.897626987,destino,600.4971654107301,0.29396393854981107
1164,PG1187-PG1228,"Chapulhuacan, Hidalgo",13018.0,Centro,0.0,254.09,1,1,262.658,POINT (-98.9521191559816 21.1263192),18.0,236.9746088,0.01207765,0.01,0.010742222,0.497512423,origen,142.55821703139932,0.2281522736764891
1165,PG1187-PG1228,"Chapulhuacan, Hidalgo",13018.0,Desconocido,0.0,254.09,1,1,262.658,POINT (-98.95107038779936 21.126272116331183),18.0,236.9746088,0.01207765,0.01,0.010742222,0.497512423,origen,142.55821703139932,0.2281522736764891
1166,PG1187-PG1228,"San Martin Chalchicuautla, San Luis Potosi",24029.0,Desconocido,84.623,172.62,1,1,262.658,POINT (-98.61959627426491 21.398747063794836),,411.5233274,0.014155299,0.010690538,0.010185555,0.49819598,intersectante,,
1167,PG1187-PG1228,"Tamazunchale, San Luis Potosi",24037.0,Desconocido,56.514,199.525,1,1,262.658,POINT (-98.78544904129303 21.241611890624494),,349.5784906,0.023504722,0.015869573,0.014267775,0.492136498,intersectante,,
1168,PG1187-PG1228,"Tampico, Tamaulipas",28038.0,Desconocido,237.503,17.66,1,5,262.658,POINT (-97.90192823777645 22.278162653731663),47.0,116.015663,0.060556139,0.022774952,0.011484443,0.257645247,intersectante,,
1169,PG1187-PG1228,"El Higo, Veracruz de Ignacio de la Llave",30205.0,Desconocido,133.503,141.429,1,1,262.658,POINT (-98.43213264605127 21.73165202781108),,457.2984471,0.011038825,0.010345269,0.010989629,0.496370822,intersectante,,
1170,PG1187-PG1228,"Pueblo Viejo, Veracruz de Ignacio de la Llave",30133.0,Desconocido,220.79,39.883,1,5,262.658,POINT (-97.92083864343623 22.16030411105352),,290.8032166,0.017271773,0.010690538,0.010371111,0.475372852,intersectante,,
1171,PG1187-PG1228,"Panuco, Veracruz de Ignacio de la Llave",30123.0,Desconocido,205.572,68.062,1,1,262.658,POINT (-98.25720076563178 22.113289601110704),,3144.289748,0.028352571,0.014488497,0.012535924,0.49606973,intersectante,,
1172,PG1187-PG1228,"Tempoal, Veracruz de Ignacio de la Llave",30161.0,Desconocido,128.535,132.387,1,1,262.658,POINT (-98.3730995972741 21.564029947139954),,1067.791669,0.018310598,0.01,0.010494814,0.498001368,intersectante,,
1173,PG1187-PG1228,"Altamira, Tamaulipas",28003.0,Golfo,254.745,0.0,1,5,262.658,POINT (-97.9362975 22.392162499999998),873.0,1639.609197,0.049129066,0.045810575,0.011422592,0.482882759,destino,142.3498476706607,0.2280855508403829
1174,PG1228-PG1229,"Altamira, Tamaulipas",28003.0,Golfo,0.0,75.136,1,5,75.136,POINT (-97.9362975 22.392162499999998),873.0,1639.609197,0.049129066,0.045810575,0.011422592,0.482882759,origen,7.148279103,0.09636488152581081
1175,PG1228-PG1229,"Aldama, Tamaulipas",28002.0,Golfo,75.18,0.0,1,1,75.136,POINT (-98.0741727 22.9196081),14.0,3763.411011,0.013116474,0.446817772,0.010371111,0.909287271,destino,0.09181531799999999,0.0040350973857449625
1176,PG1301-PG1302,"Cuitlahuac, Veracruz de Ignacio de la Llave",30053.0,Golfo,0.0,112.407,1,2,132.7831111,POINT (-96.72237750000001 18.814225999999998),,150.4468957,0.013809024,0.028391572,0.011917406,0.486022921,origen,,
1177,PG1301-PG1302,"Apazapan, Veracruz de Ignacio de la Llave",30017.0,Desconocido,114.966,10.058,1,1,132.7831111,POINT (-96.67026141147365 19.3370714455883),,66.97019789,0.01069255,0.018505248,0.01,0.497143684,intersectante,,
1178,PG1301-PG1302,"Camaron de Tejeda, Veracruz de Ignacio de la Llave",30007.0,Desconocido,43.676,92.278,1,1,132.7831111,POINT (-96.56955396209298 19.009099064952164),,126.5134917,0.0113851,0.01,0.010061852,0.496167162,intersectante,,
1179,PG1301-PG1302,"Comapa, Veracruz de Ignacio de la Llave",30043.0,Desconocido,58.273,58.284,1,1,132.7831111,POINT (-96.6854726318707 19.13819812383375),,310.0781129,0.013809024,0.010690538,0.010123704,0.490373483,intersectante,,
1180,PG1301-PG1302,"Carrillo Puerto, Veracruz de Ignacio de la Llave",30031.0,Desconocido,9.366,120.698,1,1,132.7831111,POINT (-96.65601651746753 18.773834163935994),,245.4150984,0.011038825,0.01,0.010247407,0.498824868,intersectante,,
1181,PG1301-PG1302,"Paso de Ovejas, Veracruz de Ignacio de la Llave",30126.0,Desconocido,99.637,47.394,1,1,132.7831111,POINT (-96.4498551141988 19.24590998303859),,385.6124481,0.013116474,0.01,0.010989629,0.494939433,intersectante,,
1182,PG1301-PG1302,"Paso del Macho, Veracruz de Ignacio de la Llave",30125.0,Desconocido,27.164,96.327,1,1,132.7831111,POINT (-96.66305885976269 18.941047044589165),,401.4251025,0.013809024,0.010345269,0.011113333,0.496012414,intersectante,,
1183,PG1301-PG1302,"Puente Nacional, Veracruz de Ignacio de la Llave",30134.0,Desconocido,98.055,14.657,1,1,132.7831111,POINT (-96.56744838430212 19.29894936288428),,377.4831896,0.013462749,0.010690538,0.010247407,0.494908235,intersectante,,
1184,PG1301-PG1302,"Tenampa, Veracruz de Ignacio de la Llave",30162.0,Desconocido,88.271,79.065,1,2,132.7831111,POINT (-96.82673160885574 19.28741788239671),,62.43228725,0.010346275,0.01,0.01,0.490056697,intersectante,,
1185,PG1301-PG1302,"Zentla, Veracruz de Ignacio de la Llave",30200.0,Desconocido,47.702,89.177,1,1,132.7831111,POINT (-96.73362457104867 19.066395712500256),,176.5746262,0.011038825,0.01,0.010247407,0.498476358,intersectante,,
1186,PG1301-PG1302,"Apazapan, Veracruz de Ignacio de la Llave",30017.0,Golfo,112.407,0.0,1,1,132.7831111,POINT (-96.66666699999999 19.333333000000007),,66.97019789,0.01069255,0.018505248,0.01,0.497143684,destino,,
1187,PG1302-PG1263,"Apazapan, Veracruz de Ignacio de la Llave",30017.0,Golfo,0.0,52.744,1,1,78.3552,POINT (-96.66666699999999 19.333333000000007),,66.97019789,0.01069255,0.018505248,0.01,0.497143684,origen,,
1188,PG1302-PG1263,"Apazapan, Veracruz de Ignacio de la Llave",30017.0,Desconocido,10.058,44.095,1,1,78.3552,POINT (-96.67026141147365 19.3370714455883),,66.97019789,0.01069255,0.018505248,0.01,0.497143684,intersectante,,
1189,PG1302-PG1263,"Coatepec, Veracruz de Ignacio de la Llave",30038.0,Desconocido,42.666,13.487,1,8,78.3552,POINT (-96.93179894444957 19.447551899407472),,196.3518642,0.03320042,0.026668893,0.015195552,0.458814965,intersectante,,
1190,PG1302-PG1263,"Emiliano Zapata, Veracruz de Ignacio de la Llave",30065.0,Desconocido,36.959,25.233,1,8,78.3552,POINT (-96.73161476638344 19.43880072536335),,418.454826,0.029045121,0.011726345,0.013216294,0.490224566,intersectante,,
1191,PG1302-PG1263,"Jalcomulco, Veracruz de Ignacio de la Llave",30088.0,Desconocido,15.902,37.011,1,5,78.3552,POINT (-96.75690876038192 19.33980511983872),,70.75181292,0.0113851,0.010345269,0.01,0.493295874,intersectante,,
1192,PG1302-PG1263,"Tenampa, Veracruz de Ignacio de la Llave",30162.0,Desconocido,79.065,87.3,1,2,78.3552,POINT (-96.82673160885574 19.28741788239671),,62.43228725,0.010346275,0.01,0.01,0.490056697,intersectante,,
1193,PG1302-PG1263,"Xalapa, Veracruz de Ignacio de la Llave",30087.0,Golfo,53.045,0.0,1,8,78.3552,POINT (-96.9146374 19.5408338),,118.6542799,0.156474292,0.021393876,0.036410721,0.240197823,destino,,
1194,PG1263-PG1264,"Xalapa, Veracruz de Ignacio de la Llave",30087.0,Golfo,0.0,157.182,1,8,166.5304444,POINT (-96.9146374 19.5408338),,118.6542799,0.156474292,0.021393876,0.036410721,0.240197823,origen,,
1195,PG1263-PG1264,"Acateno, Puebla",21002.0,Desconocido,116.049,52.776,1,1,166.5304444,POINT (-97.22845338051135 20.10990022325754),,181.2380134,0.0113851,0.016465253,0.010185555,0.495823642,intersectante,,
1196,PG1263-PG1264,"Hueytamalco, Puebla",21076.0,Desconocido,97.364,62.825,1,1,166.5304444,POINT (-97.3098866831381 20.02930248810758),,323.1672226,0.016579224,0.01,0.010309259,0.494973824,intersectante,,
1197,PG1263-PG1264,"Acajete, Veracruz de Ignacio de la Llave",30001.0,Desconocido,18.267,140.879,1,8,166.5304444,POINT (-97.04333060666717 19.562988871448745),,95.78889441,0.011038825,0.361497475,0.010123704,0.708545898,intersectante,,
1198,PG1263-PG1264,"Altotonga, Veracruz de Ignacio de la Llave",30010.0,Desconocido,81.743,135.111,1,1,166.5304444,POINT (-97.12790925996298 19.7752009080031),,322.6529749,0.015540399,0.015179035,0.013587405,0.493359341,intersectante,,
1199,PG1263-PG1264,"Banderilla, Veracruz de Ignacio de la Llave",30026.0,Desconocido,6.194,151.223,1,8,166.5304444,POINT (-96.93708126457751 19.582727702589846),,22.22035503,0.015886674,0.01,0.010742222,0.368558523,intersectante,,
1200,PG1263-PG1264,"Jalacingo, Veracruz de Ignacio de la Llave",30086.0,Desconocido,61.487,97.425,1,1,166.5304444,POINT (-97.29170114750363 19.76334352386257),,209.7043298,0.016232949,0.010690538,0.011113333,0.69709189,intersectante,,
1201,PG1263-PG1264,"Las Vigas de Ramirez, Veracruz de Ignacio de la Llave",30132.0,Desconocido,31.108,130.194,1,8,166.5304444,POINT (-97.09332782377389 19.62159440572168),,102.4053331,0.0113851,0.010345269,0.010309259,0.683999286,intersectante,,
1202,PG1263-PG1264,"Rafael Lucio, Veracruz de Ignacio de la Llave",30136.0,Desconocido,13.002,145.41,1,8,166.5304444,POINT (-96.98301321969757 19.597178824867235),,12.6247958,0.01069255,0.010345269,0.010247407,0.452380278,intersectante,,
1203,PG1263-PG1264,"Villa Aldama, Veracruz de Ignacio de la Llave",30194.0,Desconocido,41.824,115.893,1,1,166.5304444,POINT (-97.20220013736407 19.65181870072334),,49.738029,0.012770199,0.011035807,0.01068037,0.677309441,intersectante,,
1204,PG1263-PG1264,"Papantla, Veracruz de Ignacio de la Llave",30124.0,Golfo,157.598,0.0,1,1,166.5304444,POINT (-97.32327774944932 20.445872100000003),,1479.676404,0.038048269,0.0200128,0.016741847,0.493673846,destino,,
1205,PG1264-PG1265,"Papantla, Veracruz de Ignacio de la Llave",30124.0,Golfo,0.0,71.467,1,1,84.396,POINT (-97.32327774944932 20.445872100000003),,1479.676404,0.038048269,0.0200128,0.016741847,0.493673846,origen,,
1206,PG1264-PG1265,"Cazones de Herrera, Veracruz de Ignacio de la Llave",30033.0,Desconocido,48.763,35.633,1,1,84.396,POINT (-97.28800693813346 20.71610750833686),,255.3920874,0.013116474,0.010345269,0.010927777,0.497519994,intersectante,,
1207,PG1264-PG1265,"Tuxpan, Veracruz de Ignacio de la Llave",30189.0,Golfo,71.467,0.0,1,1,84.396,POINT (-97.4073817712075 20.956479149999996),,949.0953159,0.038048269,0.016905379,0.015195552,0.485224767,destino,,
1208,PG1265-PG1226,"Tuxpan, Veracruz de Ignacio de la Llave",30189.0,Golfo,0.0,44.84,1,1,45.802,POINT (-97.4073817712075 20.956479149999996),,949.0953159,0.038048269,0.016905379,0.015195552,0.485224767,origen,,
1209,PG1265-PG1226,"Alamo Temapache, Veracruz de Ignacio de la Llave",30160.0,Desconocido,38.773,7.029,1,1,45.802,POINT (-97.7108738099846 20.972406729219205),,1268.143585,0.020734523,0.013609994,0.014391478,0.495483675,intersectante,,
1210,PG1265-PG1226,"Alamo Temapache, Veracruz de Ignacio de la Llave",30160.0,Golfo,44.648,0.0,1,1,45.802,POINT (-97.75578419140818 20.9951932),,1268.143585,0.020734523,0.013609994,0.014391478,0.495483675,destino,,
1211,PG1226-PG1227,"Alamo Temapache, Veracruz de Ignacio de la Llave",30160.0,Golfo,0.0,91.348,1,1,97.2561,POINT (-97.75578419140818 20.9951932),,1268.143585,0.020734523,0.013609994,0.014391478,0.495483675,origen,,
1212,PG1226-PG1227,"Cerro Azul, Veracruz de Ignacio de la Llave",30034.0,Desconocido,29.017,66.371,1,1,97.2561,POINT (-97.76871454061853 21.188988337359532),,89.31104524,0.012770199,0.010345269,0.010247407,0.449640445,intersectante,,
1213,PG1226-PG1227,"Chinampa de Gorostiza, Veracruz de Ignacio de la Llave",30060.0,Desconocido,51.984,43.127,1,1,97.2561,POINT (-97.66916665096531 21.37535599550223),,142.6996471,0.011038825,0.01,0.010123704,0.490955,intersectante,,
1214,PG1226-PG1227,"Naranjos Amatlan, Veracruz de Ignacio de la Llave",30013.0,Desconocido,45.01,49.218,1,1,97.2561,POINT (-97.68548049705855 21.31226378570794),,132.563975,0.012770199,0.012416883,0.010432963,0.473138295,intersectante,,
1215,PG1226-PG1227,"Ozuluama de Mascarenas, Veracruz de Ignacio de la Llave",30121.0,Desconocido,101.244,11.079,1,1,97.2561,POINT (-97.84613750938945 21.718312248186184),,2328.353302,0.013116474,0.010345269,0.010247407,0.499331181,intersectante,,
1216,PG1226-PG1227,"Tamalin, Veracruz de Ignacio de la Llave",30150.0,Desconocido,62.749,32.839,1,1,97.2561,POINT (-97.77103105248703 21.42372171794673),,11.30934731,0.011038825,0.01,0.010247407,0.498574317,intersectante,,
1217,PG1226-PG1227,"Tamalin, Veracruz de Ignacio de la Llave",30150.0,Desconocido,62.749,32.839,1,1,97.2561,POINT (-97.77103105248703 21.42372171794673),,12.77951252,0.011038825,0.01,0.010247407,0.498574317,intersectante,,
1218,PG1226-PG1227,"Tamalin, Veracruz de Ignacio de la Llave",30150.0,Desconocido,62.749,32.839,1,1,97.2561,POINT (-97.77103105248703 21.42372171794673),,368.398959,0.011038825,0.01,0.010247407,0.498574317,intersectante,,
1219,PG1226-PG1227,"Tancoco, Veracruz de Ignacio de la Llave",30153.0,Desconocido,39.282,58.301,1,1,97.2561,POINT (-97.7781093857649 21.26327806437763),,151.1360601,0.0113851,0.01,0.01,0.495643603,intersectante,,
1220,PG1226-PG1227,"Tantima, Veracruz de Ignacio de la Llave",30154.0,Desconocido,60.523,31.901,1,1,97.2561,POINT (-97.75079248422267 21.427036242814516),,319.1876768,0.0113851,0.01,0.010061852,0.499015982,intersectante,,
1221,PG1226-PG1227,"Alamo Temapache, Veracruz de Ignacio de la Llave",30160.0,Desconocido,7.029,91.711,1,1,97.2561,POINT (-97.7108738099846 20.972406729219205),,1268.143585,0.020734523,0.013609994,0.014391478,0.495483675,intersectante,,
1222,PG1226-PG1227,"Ozuluama de Mascarenas, Veracruz de Ignacio de la Llave",30121.0,Golfo,91.355,0.0,1,1,97.2561,POINT (-97.85055600000001 21.661110999999988),,2328.353302,0.013116474,0.010345269,0.010247407,0.499331181,destino,,
1223,PG1227-PG1228,"Ozuluama de Mascarenas, Veracruz de Ignacio de la Llave",30121.0,Golfo,0.0,92.806,1,1,99.1532,POINT (-97.85055600000001 21.661110999999988),,2328.353302,0.013116474,0.010345269,0.010247407,0.499331181,origen,,
1224,PG1227-PG1228,"Ciudad Madero, Tamaulipas",28009.0,Desconocido,76.879,18.521,1,5,99.1532,POINT (-97.8286272798021 22.280579106384153),,47.31190515,0.044627492,0.029619009,0.010989629,0.0,intersectante,,
1225,PG1227-PG1228,"Tampico, Tamaulipas",28038.0,Desconocido,78.278,17.66,1,5,99.1532,POINT (-97.90192823777645 22.278162653731663),47.0,116.015663,0.060556139,0.022774952,0.011484443,0.257645247,intersectante,,
1226,PG1227-PG1228,"Ozuluama de Mascarenas, Veracruz de Ignacio de la Llave",30121.0,Desconocido,11.079,90.931,1,1,99.1532,POINT (-97.84613750938945 21.718312248186184),,2328.353302,0.013116474,0.010345269,0.010247407,0.499331181,intersectante,,
1227,PG1227-PG1228,"Pueblo Viejo, Veracruz de Ignacio de la Llave",30133.0,Desconocido,64.28,39.883,1,5,99.1532,POINT (-97.92083864343623 22.16030411105352),,290.8032166,0.017271773,0.010690538,0.010371111,0.475372852,intersectante,,
1228,PG1227-PG1228,"Tampico Alto, Veracruz de Ignacio de la Llave",30152.0,Desconocido,37.893,60.362,1,1,99.1532,POINT (-97.78309852342662 21.934510921611196),,897.4493518,0.011038825,0.01,0.010061852,0.499290572,intersectante,,
1229,PG1227-PG1228,"Altamira, Tamaulipas",28003.0,Golfo,92.802,0.0,1,5,99.1532,POINT (-97.9362975 22.392162499999998),873.0,1639.609197,0.049129066,0.045810575,0.011422592,0.482882759,destino,11562.30063699521,0.4297586006516819
1230,PG1228-PG1190,"Altamira, Tamaulipas",28003.0,Golfo,0.0,91.103,1,5,129.6295,POINT (-97.9362975 22.392162499999998),873.0,1639.609197,0.049129066,0.045810575,0.011422592,0.482882759,origen,7.148279103,0.09636488152581081
1231,PG1228-PG1190,"Aldama, Tamaulipas",28002.0,Desconocido,86.999,72.225,1,1,129.6295,POINT (-98.03490645355541 23.000922192230384),14.0,3763.411011,0.013116474,0.446817772,0.010371111,0.909287271,intersectante,,
1232,PG1228-PG1190,"Gonzalez, Tamaulipas",28012.0,Desconocido,87.959,12.076,1,1,129.6295,POINT (-98.55421462588188 22.786059442106744),8.0,3209.088757,0.012770199,0.010690538,0.010247407,0.497752253,intersectante,,
1233,PG1228-PG1190,"Gonzalez, Tamaulipas",28012.0,Golfo,91.108,0.0,1,1,129.6295,POINT (-98.57631895542929 22.790387349999992),8.0,3209.088757,0.012770199,0.010690538,0.010247407,0.497752253,destino,0.7978629390463189,0.026946005028545737
1234,PG1300-PG1339,"San Jose Tenango, Oaxaca",20171.0,Sur,0.0,129.039,1,1,145.7415,POINT (-96.71666699999999 18.149999999999995),115.0,226.4912423,0.012423924,0.01,0.010309259,0.498907189,origen,8406.043437125738,0.4151157383855906
1235,PG1300-PG1339,"San Felipe Jalapa de Diaz, Oaxaca",20134.0,Desconocido,42.542,95.95,1,1,145.7415,POINT (-96.53545864328983 18.067389031767746),,132.1452558,0.011038825,0.010345269,0.010247407,0.493297438,intersectante,,
1236,PG1300-PG1339,"San Jose Tenango, Oaxaca",20171.0,Desconocido,12.833,119.858,1,1,145.7415,POINT (-96.66541419803438 18.150948442554657),115.0,226.4912423,0.012423924,0.01,0.010309259,0.498907189,intersectante,,
1237,PG1300-PG1339,"San Juan Bautista Tuxtepec, Oaxaca",20184.0,Desconocido,102.889,42.928,1,1,145.7415,POINT (-96.08982644889478 18.035178586067314),108.0,828.4926366,0.05293809,0.015179035,0.013958516,0.474302226,intersectante,,
1238,PG1300-PG1339,"San Lucas Ojitlan, Oaxaca",20232.0,Desconocido,60.349,85.857,1,1,145.7415,POINT (-96.3443953867418 18.028145061055156),,580.5599417,0.014155299,0.01,0.010371111,0.493603424,intersectante,,
1239,PG1300-PG1339,"San Miguel Soyaltepec, Oaxaca",20278.0,Desconocido,118.238,61.086,1,1,145.7415,POINT (-96.44213008263068 18.248103287089272),,669.486914,0.013809024,0.010690538,0.010804073,0.497495461,intersectante,,
1240,PG1300-PG1339,"San Pedro Ixcatlan, Oaxaca",20309.0,Desconocido,30.812,101.107,1,1,145.7415,POINT (-96.55047834476453 18.15531930748685),,108.3648886,0.011731375,0.01,0.010123704,0.489827056,intersectante,,
1241,PG1300-PG1339,"Cosamaloapan de Carpio, Veracruz de Ignacio de la Llave",30045.0,Golfo,129.039,0.0,1,1,145.7415,POINT (-95.96435747268418 18.281673950000002),,513.5810236,0.019695698,0.015524304,0.011608147,0.488490176,destino,,
1242,PG1339-PG1301,"Cosamaloapan de Carpio, Veracruz de Ignacio de la Llave",30045.0,Golfo,0.0,119.155,1,1,125.899,POINT (-95.96435747268418 18.281673950000002),,513.5810236,0.019695698,0.015524304,0.011608147,0.488490176,origen,,
1243,PG1339-PG1301,"Carrillo Puerto, Veracruz de Ignacio de la Llave",30031.0,Desconocido,122.784,9.366,1,1,125.899,POINT (-96.65601651746753 18.773834163935994),,245.4150984,0.011038825,0.01,0.010247407,0.498824868,intersectante,,
1244,PG1339-PG1301,"Omealca, Veracruz de Ignacio de la Llave",30117.0,Desconocido,102.229,18.792,1,1,125.899,POINT (-96.70153728525304 18.70986852426343),,209.4565552,0.011731375,0.011035807,0.011484443,0.497246446,intersectante,,
1245,PG1339-PG1301,"Tierra Blanca, Veracruz de Ignacio de la Llave",30174.0,Desconocido,56.773,67.732,1,1,125.899,POINT (-96.28605762974159 18.54746493467573),,1513.67128,0.021773347,0.13248881,0.012783331,0.496523939,intersectante,,
1246,PG1339-PG1301,"Tres Valles, Veracruz de Ignacio de la Llave",30207.0,Desconocido,28.912,97.008,1,1,125.899,POINT (-96.16649755259132 18.30067240736054),,539.152302,0.016925498,0.038905196,0.011051481,0.491276767,intersectante,,
