Unnamed: 0,secuencias,ID_Ruta,Non_Unique_IDs,Filtered_Secuencias,Total_IDs,Count_Non_Unique_IDs,Count_Filtered_IDs,Last_Five_IDs,Arc_Sequences
10,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1183, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG808, PG809, PG848, PG887",RC0011,"['PG1337', 'PG1122', 'PG1183', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG922', 'PG883', 'PG884', 'PG845', 'PG846', 'PG807', 'PG808', 'PG808', 'PG809', 'PG848']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG769, PG887",45,21,24,"['PG995', 'PG956', 'PG921', 'PG769', 'PG887']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG769, PG769-PG887"
11,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1183, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1082",RC0012,"['PG1337', 'PG1122', 'PG1183', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG922', 'PG883', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG1040, PG1081, PG1082",39,14,25,"['PG956', 'PG921', 'PG1040', 'PG1081', 'PG1082']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1082"
12,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1183, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG1040, PG1041, PG1081",RC0013,"['PG1337', 'PG1122', 'PG1183', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG922', 'PG883', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG1040, PG1081",38,14,24,"['PG995', 'PG956', 'PG921', 'PG1040', 'PG1081']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG1040, PG1040-PG1081"
13,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1183, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1120",RC0014,"['PG1337', 'PG1122', 'PG1183', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG922', 'PG883', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG1040, PG1081, PG1120",39,14,25,"['PG956', 'PG921', 'PG1040', 'PG1081', 'PG1120']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1120"
14,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1183, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1082",RC0015,"['PG1337', 'PG1122', 'PG1183', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081, PG1082",41,15,26,"['PG921', 'PG961', 'PG1040', 'PG1081', 'PG1082']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1082"
15,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1183, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081",RC0016,"['PG1337', 'PG1122', 'PG1183', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081",40,15,25,"['PG956', 'PG921', 'PG961', 'PG1040', 'PG1081']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081"
16,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1183, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1120",RC0017,"['PG1337', 'PG1122', 'PG1183', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081, PG1120",41,15,26,"['PG921', 'PG961', 'PG1040', 'PG1081', 'PG1120']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1120"
17,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1183, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1071, PG1072, PG1073, PG1074, PG1075, PG1076, PG1077, PG1039, PG1040, PG1041, PG1081, PG1082",RC0018,"['PG1337', 'PG1122', 'PG1183', 'PG1107', 'PG1169', 'PG1073', 'PG1075', 'PG1076', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1071, PG1072, PG1074, PG1077, PG1040, PG1081, PG1082",34,10,24,"['PG1074', 'PG1077', 'PG1040', 'PG1081', 'PG1082']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1071, PG1071-PG1072, PG1072-PG1074, PG1074-PG1077, PG1077-PG1040, PG1040-PG1081, PG1081-PG1082"
18,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1183, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1071, PG1072, PG1073, PG1074, PG1075, PG1076, PG1077, PG1039, PG1040, PG1041, PG1081",RC0019,"['PG1337', 'PG1122', 'PG1183', 'PG1107', 'PG1169', 'PG1073', 'PG1075', 'PG1076', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1071, PG1072, PG1074, PG1077, PG1040, PG1081",33,10,23,"['PG1072', 'PG1074', 'PG1077', 'PG1040', 'PG1081']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1071, PG1071-PG1072, PG1072-PG1074, PG1074-PG1077, PG1077-PG1040, PG1040-PG1081"
19,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1183, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1071, PG1072, PG1073, PG1074, PG1075, PG1076, PG1077, PG1039, PG1040, PG1041, PG1081, PG1120",RC0020,"['PG1337', 'PG1122', 'PG1183', 'PG1107', 'PG1169', 'PG1073', 'PG1075', 'PG1076', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1071, PG1072, PG1074, PG1077, PG1040, PG1081, PG1120",34,10,24,"['PG1074', 'PG1077', 'PG1040', 'PG1081', 'PG1120']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1071, PG1071-PG1072, PG1072-PG1074, PG1074-PG1077, PG1077-PG1040, PG1040-PG1081, PG1081-PG1120"
20,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG770, PG771, PG732, PG693, PG694, PG655, PG656, PG617, PG578",RC0021,"['PG1337', 'PG1122', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG884', 'PG845', 'PG846', 'PG807', 'PG808', 'PG770', 'PG771', 'PG732', 'PG693', 'PG694', 'PG656', 'PG617']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1223, PG1224, PG1185, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG769, PG655, PG578",52,25,27,"['PG841', 'PG921', 'PG769', 'PG655', 'PG578']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1223, PG1223-PG1224, PG1224-PG1185, PG1185-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG655, PG655-PG578"
21,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG770, PG771, PG772, PG773, PG774",RC0022,"['PG1337', 'PG1122', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG884', 'PG845', 'PG846', 'PG807', 'PG808', 'PG770', 'PG771', 'PG772', 'PG773']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1223, PG1224, PG1185, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG769, PG774",48,22,26,"['PG956', 'PG841', 'PG921', 'PG769', 'PG774']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1223, PG1223-PG1224, PG1224-PG1185, PG1185-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG774"
22,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG808, PG809, PG848, PG887",RC0023,"['PG1337', 'PG1122', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG884', 'PG845', 'PG846', 'PG807', 'PG808', 'PG808', 'PG809', 'PG848']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1223, PG1224, PG1185, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG769, PG887",47,21,26,"['PG956', 'PG841', 'PG921', 'PG769', 'PG887']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1223, PG1223-PG1224, PG1224-PG1185, PG1185-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG887"
23,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1082",RC0024,"['PG1337', 'PG1122', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1223, PG1224, PG1185, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081, PG1082",41,14,27,"['PG841', 'PG921', 'PG1040', 'PG1081', 'PG1082']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1223, PG1223-PG1224, PG1224-PG1185, PG1185-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1082"
24,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG1040, PG1041, PG1081",RC0025,"['PG1337', 'PG1122', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1223, PG1224, PG1185, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081",40,14,26,"['PG956', 'PG841', 'PG921', 'PG1040', 'PG1081']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1223, PG1223-PG1224, PG1224-PG1185, PG1185-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081"
25,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1120",RC0026,"['PG1337', 'PG1122', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1223, PG1224, PG1185, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081, PG1120",41,14,27,"['PG841', 'PG921', 'PG1040', 'PG1081', 'PG1120']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1223, PG1223-PG1224, PG1224-PG1185, PG1185-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1120"
26,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1082",RC0027,"['PG1337', 'PG1122', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1223, PG1224, PG1185, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081, PG1082",43,15,28,"['PG921', 'PG961', 'PG1040', 'PG1081', 'PG1082']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1223, PG1223-PG1224, PG1224-PG1185, PG1185-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1082"
27,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081",RC0028,"['PG1337', 'PG1122', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1223, PG1224, PG1185, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081",42,15,27,"['PG841', 'PG921', 'PG961', 'PG1040', 'PG1081']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1223, PG1223-PG1224, PG1224-PG1185, PG1185-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081"
28,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1122, PG1223, PG1224, PG1185, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1120",RC0029,"['PG1337', 'PG1122', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1223, PG1224, PG1185, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081, PG1120",43,15,28,"['PG921', 'PG961', 'PG1040', 'PG1081', 'PG1120']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1223, PG1223-PG1224, PG1224-PG1185, PG1185-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1120"
