,sexo,edad,pais
926,Hombre,20,Guatemala
927,Mujer,25,Guatemala
928,Hombre,25,Honduras
929,Hombre,23,Guatemala
930,Hombre,28,Guatemala
931,Hombre,32,Guatemala
932,Hombre,28,Estados Unidos
933,Mujer,20,Guatemala
934,Hombre,27,Guatemala
935,Hombre,18,Guatemala
936,Hombre,17,Guatemala
937,Hombre,23,Guatemala
938,Hombre,25,Guatemala
939,Hombre,21,Guatemala
940,Mujer,19,Guatemala
941,Hombre,26,Guatemala
942,Mujer,28,Guatemala
943,Hombre,25,Guatemala
944,Hombre,18,Guatemala
945,Hombre,20,Guatemala
946,Hombre,21,Guatemala
947,Mujer,19,Guatemala
948,Mujer,23,Honduras
949,Hombre,22,Guatemala
950,Mujer,35,Guatemala
951,Mujer,28,Guatemala
952,Hombre,20,Guatemala
953,Mujer,28,Guatemala
954,Mujer,23,Guatemala
955,Mujer,23,Guatemala
956,Hombre,21,Guatemala
957,Mujer,50,Guatemala
958,Mujer,27,Guatemala
959,Hombre,32,Guatemala
960,Mujer,24,Guatemala
961,Mujer,26,Guatemala
962,Mujer,29,Guatemala
963,Mujer,24,Guatemala
964,Hombre,23,Guatemala
965,Mujer,24,Guatemala
966,Hombre,26,Guatemala
967,Mujer,23,Guatemala
968,Mujer,19,Guatemala
969,Mujer,24,Guatemala
970,Mujer,28,Guatemala
971,Hombre,21,Guatemala
972,Mujer,22,Guatemala
973,Mujer,23,Guatemala
974,Mujer,29,Guatemala
975,Hombre,22,Guatemala
976,Hombre,31,Guatemala
977,Hombre,20,Guatemala
978,Hombre,21,Guatemala
979,Hombre,21,Guatemala
980,Hombre,28,Guatemala
981,Mujer,20,Guatemala
982,Hombre,19,Guatemala
983,Hombre,27,Guatemala
984,Hombre,22,Guatemala
985,Hombre,20,Guatemala
986,Hombre,21,Guatemala
987,Hombre,19,Guatemala
988,Hombre,21,Guatemala
989,Hombre,22,Guatemala
990,Mujer,25,Guatemala
991,Hombre,22,Guatemala
992,Mujer,28,Guatemala
993,Mujer,25,Guatemala
994,Hombre,23,Guatemala
995,Hombre,25,Guatemala
996,Mujer,28,Guatemala
997,Hombre,22,Guatemala
998,Hombre,18,Guatemala
999,Hombre,24,Guatemala
1000,Hombre,34,Guatemala
1001,Hombre,20,Guatemala
1002,Mujer,26,Guatemala
1003,Mujer,28,Guatemala
1004,Hombre,20,Guatemala
1005,Mujer,26,Guatemala
1006,Hombre,25,Guatemala
1007,Hombre,30,Guatemala
1008,Hombre,25,Estados Unidos
1009,Hombre,30,Guatemala
1010,Hombre,27,Guatemala
1011,Hombre,18,Guatemala
1012,Hombre,18,Guatemala
1013,Mujer,21,Guatemala
1014,Hombre,24,Guatemala
1015,Hombre,19,Guatemala
1016,Mujer,24,Guatemala
1017,Hombre,25,Guatemala
1018,Mujer,20,Guatemala
1019,Hombre,47,Guatemala
1020,Mujer,25,Guatemala
1021,Hombre,73,Honduras
1022,Mujer,35,Guatemala
1023,Mujer,22,Guatemala
1024,Hombre,25,Guatemala
1025,Mujer,39,Guatemala
1026,Mujer,39,Guatemala
1027,Hombre,24,Guatemala
1028,Mujer,50,Guatemala
1029,Hombre,23,Guatemala
1030,Mujer,43,Guatemala
1031,Hombre,18,Guatemala
1032,Hombre,27,Guatemala
1033,Hombre,22,Guatemala
1034,Hombre,20,Guatemala
1035,Mujer,22,Estados Unidos
1036,Hombre,19,Estados Unidos
1037,Mujer,22,Estados Unidos
1038,Hombre,26,Estados Unidos
1039,Hombre,19,Estados Unidos
1040,Hombre,20,Estados Unidos
1041,Hombre,24,Estados Unidos
1042,Hombre,26,Guatemala
1043,Hombre,19,México
1044,Hombre,19,Honduras
1045,Mujer,29,El Salvador
1046,Mujer,22,El Salvador
1047,Hombre,19,Guatemala
1048,Mujer,18,El Salvador
1049,Hombre,25,El Salvador
1050,Mujer,24,Estados Unidos
1051,Hombre,22,El Salvador
1052,Mujer,20,Estados Unidos
1053,Hombre,18,El Salvador
1054,Hombre,20,Honduras
1055,Hombre,21,El Salvador
1056,Hombre,18,Estados Unidos
1057,Mujer,26,Estados Unidos
1058,Hombre,25,Estados Unidos
1059,Hombre,20,Estados Unidos
1060,Hombre,19,Estados Unidos
1061,Mujer,22,Honduras
1062,Mujer,23,Guatemala
1063,Hombre,29,Argentina
1064,Hombre,19,Estados Unidos
1065,Hombre,19,Guatemala
1066,Mujer,29,Honduras
1067,Mujer,19,Honduras
1068,Hombre,27,Estados Unidos
1069,Hombre,20,Estados Unidos
1070,Mujer,19,Estados Unidos
1071,Hombre,28,Estados Unidos
1072,Hombre,23,El Salvador
1073,Hombre,24,Estados Unidos
1074,Hombre,20,Estados Unidos
1075,Hombre,27,Estados Unidos
1076,Mujer,29,El Salvador
1077,Mujer,19,Honduras
1078,Mujer,25,El Salvador
1079,Hombre,29,Estados Unidos
1080,Mujer,23,Estados Unidos
1081,Mujer,23,Estados Unidos
1082,Hombre,24,Estados Unidos
1083,Mujer,24,Estados Unidos
1084,Hombre,18,Estados Unidos
1085,Mujer,25,Estados Unidos
1086,Mujer,19,Honduras
1087,Mujer,28,Guatemala
1088,Hombre,25,Estados Unidos
1089,Mujer,22,Honduras
1090,Hombre,19,Guatemala
1091,Hombre,19,Estados Unidos
1092,Mujer,21,Honduras
1093,Hombre,19,Estados Unidos
1094,Hombre,18,Guatemala
1095,Hombre,20,Guatemala
1096,Hombre,21,El Salvador
1097,Hombre,19,Estados Unidos
1098,Hombre,27,Estados Unidos
1099,Hombre,22,Estados Unidos
1100,Hombre,26,Estados Unidos
1101,Hombre,28,Estados Unidos
1102,Hombre,20,Estados Unidos
1103,Hombre,25,Guatemala
1104,Hombre,28,Guatemala
1105,Hombre,22,Guatemala
1106,Mujer,23,Guatemala
1107,Hombre,17,Guatemala
1108,Hombre,28,Guatemala
1109,Hombre,30,Guatemala
1110,Hombre,16,Guatemala
1111,Hombre,24,Guatemala
1112,Hombre,20,Guatemala
1113,Mujer,18,Guatemala
1114,Hombre,23,Guatemala
1115,Hombre,19,Guatemala
1116,Mujer,17,Guatemala
1117,Hombre,20,Guatemala
1118,Hombre,20,Guatemala
1119,Hombre,25,Guatemala
1120,Hombre,17,Guatemala
1121,Hombre,20,Guatemala
1122,Mujer,19,Guatemala
1123,Mujer,23,Guatemala
1124,Hombre,18,Guatemala
1125,Hombre,20,Guatemala
1126,Mujer,29,Guatemala
1127,Hombre,20,Guatemala
1128,Hombre,17,Guatemala
1129,Hombre,21,Guatemala
1130,Hombre,21,Guatemala
1131,Hombre,22,Guatemala
1132,Hombre,26,Guatemala
1133,Hombre,17,Guatemala
1134,Hombre,21,Guatemala
1135,Hombre,20,Guatemala
1136,Hombre,23,Guatemala
1137,Hombre,19,Guatemala
1138,Hombre,20,Guatemala
1139,Mujer,25,Guatemala
1140,Hombre,19,Guatemala
1141,Hombre,23,Guatemala
1142,Hombre,21,Guatemala
1143,Hombre,19,Guatemala
1144,Hombre,24,Guatemala
1145,Hombre,17,Guatemala
1146,Mujer,21,Guatemala
1147,Hombre,25,Guatemala
1148,Hombre,19,Guatemala
1149,Hombre,19,Guatemala
1150,Mujer,18,Guatemala
1151,Hombre,20,Guatemala
1152,Mujer,23,Guatemala
1153,Hombre,21,Guatemala
1154,Hombre,23,Guatemala
1155,Hombre,24,Guatemala
1156,Hombre,19,Guatemala
1157,Hombre,28,Guatemala
1158,Mujer,18,Guatemala
1159,Hombre,31,Guatemala
1160,Hombre,17,Guatemala
1161,Mujer,28,Guatemala
1162,Hombre,25,Guatemala
1163,Hombre,19,Guatemala
1164,Mujer,23,Guatemala
1165,Mujer,28,Guatemala
1166,Hombre,28,Guatemala
1167,Hombre,18,Guatemala
1168,Hombre,17,Guatemala
1169,Hombre,18,Guatemala
1170,Mujer,20,Guatemala
1171,Mujer,20,Guatemala
1172,Hombre,18,Guatemala
1173,Mujer,20,Guatemala
1174,Hombre,23,Guatemala
1175,Hombre,24,Guatemala
1176,Hombre,22,Guatemala
1177,Hombre,22,Guatemala
1178,Hombre,21,Guatemala
1179,Hombre,20,Guatemala
1180,Hombre,24,Guatemala
1181,Hombre,22,Guatemala
1182,Hombre,18,Guatemala
1183,Hombre,22,Guatemala
1184,Hombre,25,Guatemala
1185,Hombre,21,Guatemala
1186,Hombre,21,Guatemala
1187,Hombre,20,Guatemala
1188,Hombre,26,Guatemala
1189,Hombre,23,Guatemala
1190,Hombre,19,Guatemala
1191,Hombre,20,Guatemala
1192,Hombre,25,Guatemala
1193,Hombre,18,Guatemala
1194,Mujer,22,Guatemala
1195,Hombre,20,Guatemala
1196,Hombre,22,Guatemala
1197,Hombre,21,Guatemala
1198,Hombre,20,Guatemala
1199,Hombre,21,Guatemala
1200,Hombre,23,Guatemala
1201,Hombre,23,Guatemala
1202,Hombre,23,Guatemala
1203,Hombre,18,Guatemala
1204,Hombre,21,Guatemala
1205,Hombre,23,Guatemala
1206,Hombre,21,Guatemala
1207,Hombre,23,Guatemala
1208,Hombre,28,Guatemala
1209,Hombre,24,Guatemala
1210,Hombre,19,Guatemala
1211,Hombre,27,Guatemala
1212,Hombre,19,Guatemala
1213,Hombre,22,Guatemala
1214,Hombre,32,Guatemala
1215,Hombre,20,Guatemala
1216,Hombre,29,Guatemala
1217,Mujer,26,Guatemala
1218,Hombre,27,Guatemala
1219,Hombre,20,Guatemala
1220,Mujer,29,Guatemala
1221,Hombre,29,Guatemala
1222,Hombre,30,Guatemala
1223,Mujer,23,Guatemala
1224,Hombre,27,Guatemala
1225,Mujer,17,Guatemala
1226,Mujer,28,Guatemala
1227,Mujer,23,Guatemala
1228,Hombre,24,Guatemala
1229,Hombre,28,Guatemala
1230,Hombre,30,Guatemala
1231,Hombre,25,Guatemala
1232,Hombre,23,Guatemala
1233,Mujer,22,Guatemala
1234,Mujer,20,Guatemala
1235,Mujer,16,Guatemala
1236,Hombre,23,Guatemala
1237,Mujer,28,Guatemala
1238,Hombre,28,Guatemala
1239,Hombre,22,Guatemala
1240,Mujer,28,Guatemala
1241,Mujer,27,Guatemala
1242,Mujer,23,Guatemala
1243,Hombre,29,Guatemala
1244,Hombre,20,Guatemala
1245,Mujer,23,Guatemala
1246,Hombre,25,Guatemala
1247,Hombre,26,Guatemala
1248,Hombre,25,Guatemala
1249,Mujer,28,Guatemala
1250,Mujer,28,Guatemala
1251,Hombre,20,Guatemala
1252,Hombre,25,Guatemala
1253,Mujer,25,Guatemala
1254,Hombre,25,Guatemala
1255,Mujer,21,Guatemala
1256,Mujer,23,Guatemala
1257,Mujer,24,Guatemala
1258,Mujer,21,Guatemala
1259,Hombre,20,Honduras
1260,Mujer,21,Guatemala
1261,Mujer,17,Guatemala
1262,Mujer,18,Guatemala
1263,Hombre,15,Guatemala
1264,Mujer,17,Guatemala
1265,Hombre,25,Guatemala
1266,Mujer,24,Guatemala
1267,Mujer,18,Guatemala
1268,Hombre,20,Guatemala
1269,Mujer,28,Guatemala
1270,Mujer,18,Guatemala
1271,Mujer,40,Guatemala
1272,Hombre,21,Guatemala
1273,Hombre,25,Guatemala
1274,Mujer,25,Guatemala
1275,Mujer,23,Guatemala
1276,Hombre,20,Guatemala
1277,Mujer,25,Guatemala
1278,Hombre,23,Guatemala
1279,Mujer,23,Guatemala
1280,Hombre,24,Guatemala
1281,Hombre,44,Estados Unidos
1282,Mujer,20,Guatemala
1283,Hombre,20,Guatemala
1284,Hombre,21,El Salvador
1285,Mujer,24,Guatemala
1286,Mujer,21,Guatemala
1287,Hombre,17,Guatemala
1288,Mujer,23,Guatemala
1289,Mujer,21,Guatemala
1290,Hombre,23,Guatemala
1291,Hombre,19,Guatemala
1292,Mujer,20,Guatemala
1293,Hombre,24,Guatemala
1294,Hombre,30,Guatemala
1295,Mujer,25,Guatemala
1296,Hombre,17,Guatemala
1297,Hombre,18,Guatemala
1298,Mujer,20,Guatemala
1299,Mujer,18,Guatemala
1300,Mujer,23,Guatemala
1301,Mujer,19,Guatemala
1302,Mujer,18,Guatemala
1303,Mujer,26,Guatemala
1304,Mujer,23,Honduras
1305,Hombre,27,Guatemala
1306,Hombre,24,Guatemala
1307,Mujer,23,Guatemala
1308,Hombre,21,Guatemala
1309,Mujer,18,Guatemala
1310,Mujer,17,Guatemala
1311,Hombre,19,Guatemala
1312,Mujer,19,Guatemala
1313,Hombre,22,Guatemala
1314,Mujer,28,Guatemala
1315,Hombre,24,Guatemala
1316,Hombre,23,Guatemala
1317,Hombre,22,Guatemala
1318,Mujer,28,Guatemala
1319,Hombre,24,Guatemala
1320,Hombre,24,Guatemala
1321,Hombre,16,Guatemala
1322,Hombre,30,Guatemala
1323,Hombre,19,Guatemala
1324,Mujer,20,Guatemala
1325,Hombre,19,Guatemala
1326,Mujer,29,Guatemala
1327,Mujer,31,Guatemala
1328,Mujer,23,Guatemala
1329,Hombre,26,Guatemala
1330,Hombre,24,Guatemala
1331,Mujer,23,Guatemala
1332,Hombre,19,Guatemala
1333,Hombre,21,Guatemala
1334,Mujer,22,Guatemala
1335,Hombre,24,Guatemala
1336,Mujer,26,Honduras
1337,Hombre,22,Guatemala
1338,Mujer,32,Guatemala
1339,Mujer,25,Guatemala
1340,Hombre,23,Guatemala
1341,Mujer,28,Guatemala
1342,Hombre,25,Guatemala
1343,Hombre,24,Guatemala
1344,Hombre,24,Guatemala
1345,Hombre,19,Guatemala
1346,Mujer,23,Guatemala
1347,Mujer,18,Guatemala
1348,Mujer,22,Guatemala
1349,Hombre,25,Guatemala
1350,Mujer,24,Guatemala
1351,Hombre,24,Guatemala
1352,Mujer,27,Guatemala
1353,Hombre,25,Guatemala
1354,Mujer,28,Guatemala
1355,Hombre,23,Guatemala
1356,Mujer,33,Guatemala
1357,Hombre,21,Guatemala
1358,Mujer,17,Guatemala
1359,Hombre,25,Guatemala
1360,Hombre,22,Guatemala
1361,Hombre,23,Guatemala
1362,Mujer,22,Guatemala
1363,Hombre,23,Guatemala
1364,Hombre,28,Guatemala
1365,Mujer,24,Guatemala
1366,Hombre,23,Guatemala
1367,Hombre,21,Guatemala
1368,Hombre,23,Guatemala
1369,Hombre,16,Guatemala
1370,Mujer,23,Guatemala
1371,Mujer,18,Guatemala
1372,Mujer,27,Guatemala
1373,Mujer,21,Guatemala
1374,Hombre,19,Guatemala
1375,Hombre,20,Guatemala
1376,Mujer,19,Guatemala
1377,Hombre,21,Guatemala
1378,Mujer,24,Guatemala
1379,Mujer,20,Honduras
1380,Hombre,55,Guatemala
1381,Hombre,20,Guatemala
1382,Hombre,20,Guatemala
1383,Mujer,20,Guatemala
1384,Hombre,32,Guatemala
1385,Hombre,19,Guatemala
1386,Mujer,26,Guatemala
1387,Hombre,22,Guatemala
1388,Mujer,24,Guatemala
1389,Hombre,20,Guatemala
1390,Hombre,18,Guatemala
1391,Mujer,22,Guatemala
1392,Hombre,22,Guatemala
1393,Mujer,23,Guatemala
1394,Mujer,25,Guatemala
1395,Hombre,24,Guatemala
1396,Mujer,18,Guatemala
1397,Mujer,18,Guatemala
1398,Mujer,25,Guatemala
1399,Mujer,24,Guatemala
1400,Hombre,20,Guatemala
1401,Mujer,25,Guatemala
1402,Hombre,39,Guatemala
1403,Mujer,23,Guatemala
1404,Hombre,20,Guatemala
1405,Mujer,22,Guatemala
1406,Hombre,19,Guatemala
1407,Hombre,24,Guatemala
1408,Mujer,23,Guatemala
1409,Mujer,21,Guatemala
1410,Mujer,19,Guatemala
1411,Mujer,23,Guatemala
1412,Hombre,27,Guatemala
1413,Hombre,18,Guatemala
1414,Hombre,21,Guatemala
1415,Mujer,28,Guatemala
1416,Hombre,19,Guatemala
1417,Hombre,23,Estados Unidos
1418,Mujer,22,El Salvador
1419,Hombre,20,El Salvador
1420,Mujer,21,Guatemala
1421,Hombre,18,Guatemala
1422,Hombre,24,Guatemala
1423,Hombre,39,Guatemala
1424,Hombre,26,Guatemala
1425,Hombre,24,Estados Unidos
1426,Hombre,24,Estados Unidos
1427,Hombre,33,Guatemala
1428,Hombre,17,Guatemala
1429,Hombre,20,Guatemala
1430,Hombre,21,Guatemala
1431,Mujer,20,Guatemala
1432,Hombre,20,Guatemala
1433,Mujer,25,Guatemala
1434,Hombre,25,Guatemala
1435,Mujer,23,Guatemala
1436,Mujer,17,Guatemala
1437,Hombre,28,Guatemala
1438,Hombre,17,Guatemala
1439,Hombre,24,Guatemala
1440,Mujer,24,Guatemala
1441,Hombre,18,Guatemala
1442,Mujer,28,Guatemala
1443,Hombre,17,Guatemala
1444,Mujer,28,Guatemala
1445,Mujer,26,Guatemala
1446,Mujer,24,Guatemala
1447,Hombre,28,El Salvador
1448,Hombre,22,Estados Unidos
1449,Hombre,20,Estados Unidos
1450,Hombre,21,Estados Unidos
1451,Mujer,17,Estados Unidos
1452,Hombre,27,Estados Unidos
1453,Hombre,34,Estados Unidos
1454,Mujer,22,Argentina
1455,Hombre,22,El Salvador
1456,Hombre,20,Estados Unidos
1457,Mujer,22,Estados Unidos
1458,Mujer,23,Estados Unidos
1459,Hombre,22,Estados Unidos
1460,Mujer,33,El Salvador
1461,Hombre,25,Estados Unidos
1462,Hombre,24,Estados Unidos
1463,Mujer,21,El Salvador
1464,Mujer,20,El Salvador
1465,Hombre,19,El Salvador
1466,Hombre,22,Estados Unidos
1467,Hombre,28,Estados Unidos
1468,Hombre,28,Estados Unidos
1469,Hombre,24,Estados Unidos
1470,Mujer,23,El Salvador
1471,Mujer,25,Guatemala
1472,Hombre,25,Guatemala
1473,Mujer,23,Guatemala
1474,Hombre,19,Estados Unidos
1475,Hombre,23,Estados Unidos
1476,Hombre,17,El Salvador
1477,Mujer,19,Guatemala
1478,Hombre,24,Estados Unidos
1479,Hombre,23,Estados Unidos
1480,Mujer,24,Guatemala
1481,Mujer,23,Guatemala
1482,Mujer,17,Guatemala
1483,Hombre,17,Guatemala
1484,Mujer,17,Honduras
1485,Hombre,20,Estados Unidos
1486,Hombre,24,Estados Unidos
1487,Hombre,24,Estados Unidos
1488,Hombre,19,Honduras
1489,Hombre,20,Estados Unidos
1490,Hombre,26,Estados Unidos
1491,Hombre,32,Guatemala
1492,Hombre,24,Guatemala
1493,Hombre,23,Guatemala
1494,Mujer,25,Guatemala
1495,Hombre,23,Guatemala
1496,Hombre,45,Guatemala
1497,Hombre,16,Guatemala
1498,Hombre,18,Guatemala
1499,Mujer,19,Guatemala
1500,Mujer,25,Guatemala
1501,Hombre,18,Guatemala
1502,Hombre,23,Guatemala
1503,Hombre,17,Guatemala
1504,Hombre,20,Guatemala
1505,Hombre,18,Guatemala
1506,Hombre,16,Guatemala
1507,Mujer,16,Guatemala
1508,Hombre,18,Guatemala
1509,Hombre,18,Guatemala
1510,Hombre,16,Guatemala
1511,Hombre,26,Guatemala
1512,Hombre,26,Guatemala
1513,Hombre,17,Guatemala
1514,Hombre,24,Guatemala
1515,Mujer,26,Guatemala
1516,Hombre,21,Guatemala
1517,Hombre,18,Guatemala
1518,Hombre,25,Guatemala
1519,Hombre,22,Guatemala
1520,Hombre,22,Guatemala
1521,Hombre,19,Guatemala
1522,Hombre,25,Guatemala
1523,Hombre,16,Guatemala
1524,Hombre,33,Guatemala
1525,Hombre,24,Guatemala
1526,Hombre,27,Guatemala
1527,Hombre,42,Guatemala
1528,Hombre,16,Guatemala
1529,Hombre,22,Guatemala
1530,Hombre,21,Guatemala
1531,Hombre,18,Guatemala
1532,Mujer,28,Guatemala
1533,Hombre,17,Guatemala
1534,Hombre,25,Guatemala
1535,Hombre,25,Guatemala
1536,Hombre,21,Guatemala
1537,Mujer,24,Guatemala
1538,Hombre,17,Guatemala
1539,Hombre,19,Guatemala
1540,Mujer,22,Guatemala
1541,Hombre,24,Guatemala
1542,Hombre,26,Guatemala
1543,Hombre,20,Guatemala
1544,Hombre,16,Guatemala
1545,Hombre,17,Guatemala
1546,Hombre,17,Guatemala
1547,Hombre,20,Guatemala
1548,Hombre,25,Guatemala
1549,Hombre,16,Guatemala
1550,Hombre,27,Guatemala
1551,Hombre,23,Guatemala
1552,Hombre,18,Guatemala
1553,Hombre,21,Guatemala
1554,Hombre,23,Guatemala
1555,Hombre,24,Guatemala
1556,Hombre,17,Guatemala
1557,Mujer,21,Guatemala
1558,Hombre,18,Guatemala
1559,Hombre,21,Guatemala
1560,Hombre,24,Guatemala
1561,Hombre,20,Guatemala
1562,Mujer,20,Guatemala
1563,Hombre,24,Guatemala
1564,Hombre,15,Guatemala
1565,Hombre,28,Guatemala
1566,Hombre,30,Guatemala
1567,Mujer,18,Guatemala
1568,Hombre,26,Guatemala
1569,Mujer,22,Guatemala
1570,Mujer,28,Guatemala
1571,Mujer,27,Guatemala
1572,Hombre,24,Guatemala
1573,Mujer,22,Guatemala
1574,Mujer,24,Guatemala
1575,Mujer,23,Guatemala
1576,Mujer,25,Guatemala
1577,Mujer,23,Guatemala
1578,Mujer,23,Guatemala
1579,Hombre,22,Guatemala
1580,Mujer,28,Guatemala
1581,Mujer,21,Guatemala
1582,Mujer,28,Guatemala
1583,Hombre,25,Guatemala
1584,Hombre,24,Guatemala
1585,Mujer,30,Guatemala
1586,Hombre,23,Guatemala
1587,Hombre,21,Guatemala
1588,Hombre,20,Guatemala
1589,Mujer,21,Guatemala
1590,Mujer,23,Guatemala
1591,Mujer,20,Guatemala
1592,Hombre,17,Guatemala
1593,Hombre,26,Guatemala
1594,Mujer,24,Guatemala
1595,Mujer,24,Guatemala
1596,Hombre,17,Guatemala
1597,Hombre,25,Guatemala
1598,Hombre,22,Guatemala
1599,Mujer,23,Guatemala
1600,Mujer,24,Guatemala
1601,Mujer,20,Guatemala
1602,Hombre,18,Guatemala
1603,Mujer,24,Guatemala
1604,Mujer,19,Guatemala
1605,Mujer,26,Guatemala
1606,Hombre,27,Guatemala
1607,Hombre,23,Guatemala
1608,Mujer,18,Guatemala
1609,Hombre,25,Guatemala
1610,Hombre,24,Guatemala
1611,Hombre,23,Guatemala
1612,Mujer,18,Guatemala
1613,Mujer,25,Guatemala
1614,Hombre,23,Guatemala
1615,Hombre,17,Guatemala
1616,Mujer,18,Guatemala
1617,Mujer,23,Guatemala
1618,Mujer,27,Guatemala
1619,Hombre,23,Guatemala
1620,Mujer,21,Guatemala
1621,Hombre,23,Guatemala
1622,Hombre,17,Guatemala
1623,Hombre,18,Guatemala
1624,Hombre,17,Guatemala
1625,Hombre,25,Guatemala
1626,Hombre,19,Guatemala
1627,Mujer,22,Guatemala
1628,Mujer,21,Guatemala
1629,Hombre,23,Guatemala
1630,Mujer,23,Guatemala
1631,Mujer,31,Guatemala
1632,Mujer,24,Guatemala
1633,Hombre,17,Guatemala
1634,Mujer,27,Guatemala
1635,Mujer,17,Guatemala
1636,Mujer,28,Guatemala
1637,Hombre,17,Guatemala
1638,Hombre,17,Guatemala
1639,Hombre,30,Guatemala
1640,Mujer,16,Guatemala
1641,Mujer,23,Guatemala
1642,Mujer,21,Guatemala
1643,Mujer,30,Guatemala
1644,Hombre,25,Estados Unidos
1645,Mujer,20,Guatemala
1646,Hombre,20,Guatemala
1647,Mujer,16,Guatemala
1648,Mujer,23,Guatemala
1649,Hombre,16,Guatemala
1650,Mujer,17,Guatemala
1651,Mujer,17,Guatemala
1652,Mujer,20,Guatemala
1653,Mujer,32,Guatemala
1654,Hombre,28,Guatemala
1655,Hombre,25,Guatemala
1656,Mujer,25,Guatemala
1657,Mujer,20,Guatemala
1658,Mujer,25,Guatemala
1659,Hombre,18,Guatemala
1660,Mujer,25,Guatemala
1661,Mujer,20,Guatemala
1662,Hombre,28,Guatemala
1663,Hombre,24,Guatemala
1664,Mujer,25,Guatemala
1665,Hombre,24,Guatemala
1666,Hombre,25,Guatemala
1667,Mujer,20,Guatemala
1668,Mujer,21,Guatemala
1669,Mujer,27,Guatemala
1670,Mujer,18,Guatemala
1671,Mujer,28,Guatemala
1672,Mujer,18,Honduras
1673,Mujer,27,Guatemala
1674,Mujer,21,Guatemala
1675,Mujer,28,Guatemala
1676,Hombre,17,Guatemala
1677,Mujer,21,Guatemala
1678,Mujer,23,Guatemala
1679,Mujer,21,Guatemala
1680,Hombre,17,Guatemala
1681,Mujer,18,Guatemala
1682,Mujer,23,Guatemala
1683,Hombre,17,Guatemala
1684,Mujer,27,Guatemala
1685,Mujer,21,Guatemala
1686,Mujer,21,Guatemala
1687,Mujer,17,Guatemala
1688,Hombre,17,Guatemala
1689,Mujer,22,Guatemala
1690,Hombre,21,Guatemala
1691,Mujer,18,Guatemala
1692,Mujer,28,Guatemala
1693,Hombre,19,Guatemala
1694,Mujer,22,Guatemala
1695,Hombre,17,Guatemala
1696,Mujer,22,Guatemala
1697,Hombre,24,Guatemala
1698,Hombre,24,Guatemala
1699,Mujer,21,Guatemala
1700,Hombre,22,Guatemala
1701,Mujer,23,Guatemala
1702,Mujer,23,Guatemala
1703,Hombre,28,Guatemala
1704,Hombre,20,Guatemala
1705,Hombre,19,Guatemala
1706,Mujer,27,Guatemala
1707,Mujer,22,Guatemala
1708,Hombre,24,Guatemala
1709,Hombre,17,Guatemala
1710,Mujer,22,Guatemala
1711,Mujer,25,Guatemala
1712,Hombre,20,Guatemala
1713,Mujer,25,Guatemala
1714,Mujer,23,Guatemala
1715,Mujer,19,Guatemala
1716,Mujer,21,Guatemala
1717,Mujer,23,Guatemala
1718,Mujer,25,Guatemala
1719,Hombre,20,Guatemala
1720,Mujer,24,Guatemala
1721,Mujer,23,Guatemala
1722,Mujer,23,Guatemala
1723,Hombre,24,Guatemala
1724,Hombre,16,Guatemala
1725,Mujer,25,Guatemala
1726,Mujer,24,Guatemala
1727,Hombre,25,Guatemala
1728,Mujer,26,Guatemala
1729,Hombre,24,Guatemala
1730,Hombre,23,Guatemala
1731,Mujer,26,Guatemala
1732,Hombre,24,Guatemala
1733,Hombre,25,Guatemala
1734,Mujer,25,Guatemala
1735,Mujer,24,Guatemala
1736,Hombre,17,Guatemala
1737,Mujer,25,Guatemala
1738,Mujer,28,Guatemala
1739,Mujer,19,Guatemala
1740,Mujer,23,Guatemala
1741,Mujer,21,Guatemala
1742,Mujer,21,Guatemala
1743,Mujer,24,Guatemala
1744,Hombre,18,Guatemala
1745,Hombre,18,Guatemala
1746,Hombre,24,Estados Unidos
1747,Hombre,24,Guatemala
1748,Hombre,27,Guatemala
1749,Mujer,27,El Salvador
1750,Mujer,23,Guatemala
1751,Hombre,42,Guatemala
1752,Hombre,29,Guatemala
1753,Mujer,70,Guatemala
1754,Mujer,18,Guatemala
1755,Hombre,16,Guatemala
1756,Hombre,16,Guatemala
1757,Hombre,24,Estados Unidos
1758,Hombre,25,Guatemala
1759,Hombre,20,Estados Unidos
1760,Hombre,24,Estados Unidos
1761,Hombre,22,Estados Unidos
1762,Mujer,21,El Salvador
1763,Hombre,22,Estados Unidos
1764,Hombre,25,Guatemala
1765,Mujer,21,Guatemala
1766,Hombre,28,Anguila
1767,Mujer,17,Honduras
1768,Hombre,29,Estados Unidos
