folio,unidad,trimestre,region,ciudad,punto,turno,sexo,edad,nacio,cruzar,trabajar,estuvo,p1,p1_1,p1_2,p1_2_1,p1_2_2_1,p1_2_2_2,p1_3,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1d,p8_1m,p8_1u,p8_1_1,p8_2e,p8_2m,p8_2l,p8_2u,p9,p9_1,p9_2,p9_2_1,p9_4,p9_5,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p9_6_5,p9_6_6,p9_6_7,p9_7,p9_8,p9_9c,p9_9u,p9_9t,p9_10,p9_11,p9_11_1_1,p9_11_1_2,p9_12,p9_13,p9_14,p9_15_1,p9_15_2,p10,p11,p12,p13,p13_1,p13_2,p14,p14_1,p14_2,p15,p16,p16_1,p16_2,p16_3,p16_4,p17,p17_1f,p17_1p,p17_1u,p17_2e,p17_2m,p17_3,p18,p18_1,p18_2,p18_2_1,p18_2_2c,p18_2_2t,p19c,p19t,p20,p20_1c,p20_1t,p20_2,p21,p21_1c,p21_1t,p22c,p22t,p23,p24m,p24a,p25_1,p25_1_1,p25_2,p25_2_1,p25_3,p25_3_1,p26,p26_1,p26_2,p27,p28,p28_1f,p28_1p,p28_1u,p28_2e,p28_2m,p28_4,p28_5,p28_6,p28_7_1,p28_7_2,p28_7_3,p28_7_4,p28_7_5,p28_7_6,p28_7_7,p28_8,p28_9,p28_10c,p28_10u,p28_10t,p28_10_1,p28_11,p28_12,p29,p30,p31,nivel,oficio_mx,filtro,estrato,upm,ponfin3
179910,62210,4,1,1,3,2,1,32,56,1,1,-4,2,4,0,-6,-6,-6,-6,2,2,3,2,-8,2,1,1,-9,4,1,3,0,1,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,1,2,25,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1032,1032062210,18.4141025925299
180010,62210,4,1,1,3,2,1,24,56,1,1,-4,2,4,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,7,3,4,0,3,2,56,-11,-11,-11,-11,-11,-11,-11,-11,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,51,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.4141025925299
180710,62210,4,1,1,3,2,1,53,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,1,2,-8,2,5,1,-9,4,1,3,0,2,1,1,12,1216,1,2,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,2,1217001,1,1,1,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,2,1,6,1,1,4,6,8,1,888,4,6,6,-34,-34,-34,8,1,2018,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70870001,2,7,7087,933,2,2,2,2,2,2,2,2,2,8,6,250,1,2,1,493,2,2,-45,2,3,7,1,1032,1032062210,18.4141025925299
181110,62210,4,1,1,3,2,1,28,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,2,-8,2,5,1,-9,3,0,3,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,21,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1032,1032062210,18.4141025925299
181510,62210,4,1,1,3,2,1,39,56,1,1,-4,2,3,0,-6,-6,-6,-6,2,2,3,3,-8,2,5,1,-9,5,1,4,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,731,1,2,2,2,2,2,2,2,8,6,70,2,5,337,2,-18,-18,1,2,2,1,96,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,12,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.4141025925299
182010,62210,4,1,1,3,2,1,21,1,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,1,2,-8,2,6,2,2,6,2,4,0,3,2,1,12,1220,1,2,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,1,96,0,1217001,1,1,1,1,-21,-21,-21,1,4,-24,-24,-24,-24,1,999999999,-26,99,7,7040,1,1,1,1,1,1,6,1,5,12,-33,-33,-33,12,1,5,1,5,2021,9,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,999999999,-43,99,7,7040,611,2,2,1,1,2,2,2,2,2,8,6,250,1,2,1,111,2,2,-45,2,3,1,1,1032,1032062210,18.4141025925299
182410,62210,4,1,1,3,2,1,43,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,3,-8,2,5,1,-9,5,1,4,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,521,1,2,2,2,2,2,2,2,8,6,30,2,5,812,2,-18,-18,1,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,37,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.4141025925299
182510,62210,4,1,1,3,2,1,28,56,1,1,-4,2,3,0,-6,-6,-6,-6,2,2,3,2,-8,2,5,1,-9,3,1,2,0,1,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,40,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1032,1032062210,18.4141025925299
182810,62210,4,1,1,3,2,1,34,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,5,1,-9,4,2,2,0,1,1,1,12,1216,2,2,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,1,2,-20,-20,1,1,-23,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,2,1,6,1,1,5,5,8,1,888,3,6,6,-34,-34,-34,8,1,2019,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70870001,2,7,7087,933,2,2,2,2,2,2,2,2,2,8,7,300,1,2,1,493,2,2,-45,2,3,7,1,1032,1032062210,18.4141025925299
183310,62210,4,1,1,3,2,1,30,56,1,1,-4,2,6,0,-6,-6,-6,-6,2,2,3,2,-8,2,5,1,-9,4,2,2,0,1,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,10,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1032,1032062210,18.4141025925299
183510,62210,4,1,1,3,2,1,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,7,3,4,0,2,2,1,12,1216,2,2,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,1,2,-20,-20,1,2,-23,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,2,1,2,1,1,8,5,8,1,888,2,6,6,-34,-34,-34,8,1,2020,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70870001,2,7,7087,922,2,2,2,2,2,2,2,2,2,8,6,250,1,2,1,236,2,2,-45,2,3,3,1,1032,1032062210,18.4141025925299
184310,62210,4,1,1,3,2,1,47,56,1,1,-4,2,5,0,-6,-6,-6,-6,2,2,3,3,-8,2,1,1,-9,3,1,2,0,1,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,1,6,2,-21,-21,-21,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.4141025925299
184410,62210,4,1,1,3,2,1,26,56,1,1,-4,2,5,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,1,-9,1,-10,-10,-10,-10,-10,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,1,6,-23,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.4141025925299
185411,52211,4,1,2,6,2,1,56,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,1,1,2,1,1,-9,6,99,99,99,1,1,1,12,1215,1,2,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1215013,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,4,1,1,30,6,8,1,888,20,6,6,-34,-34,-34,8,1,1990,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,951,6,-44,2,2,2,2,2,2,2,8,6,300,1,2,97,463,2,2,-45,2,1,5,1,2062,2062052211,49.897140198448
186611,52211,4,1,2,6,2,2,22,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,1,1,2,6,2,2,4,0,4,0,2,2,1,12,1201,2,2,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1215013,1,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,6,1,1,8,5,1,3,888,1,6,6,-34,-34,-34,1,3,2021,10,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,421,1,2,1,2,2,2,2,2,2,10,6,900,1,3,97,463,2,2,-45,2,1,4,1,2062,2062052211,51.137205240413
186911,52211,4,1,2,6,2,2,35,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,6,1,1,2,1,2,1,13,99,99,99,3,2,1,12,1215,1,2,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1215013,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,71020018,1,7,7102,2,1,6,1,1,2,6,5,1,888,3,6,6,-34,-34,-34,3,1,2005,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,71020018,1,7,7102,951,6,-44,2,2,2,2,2,2,2,3,6,99999,99,99,97,466,2,2,-45,2,2,5,1,2062,2062052211,51.137205240413
187111,52211,4,1,2,6,2,2,27,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,10,99,99,99,3,2,1,12,1215,2,2,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,99,99,96,2,2,2,1,96,0,1215013,1,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,5,2,-29,-29,-29,15,2,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,3,0,1,2062,2062052211,51.137205240413
187710,62210,4,1,1,3,2,1,42,56,1,1,-4,2,11,0,-6,-6,-6,-6,2,2,3,4,-8,2,5,1,-9,4,2,2,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,4,1,1217001,1,2,-20,-20,2,-22,2,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,5,0, ,1032,1032062210,18.4141025925299
188110,62210,4,1,1,3,2,1,23,56,1,1,-4,2,6,0,-6,-6,-6,-6,2,2,2,3,-8,2,6,2,2,5,99,99,99,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,2,2,10,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.4141025925299
188610,62210,4,1,1,3,2,2,21,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,2,3,-8,2,6,2,2,5,3,2,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,39,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.5912892828049
189410,62210,4,1,1,3,2,1,20,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,5,1,4,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,51,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.4141025925299
189910,62210,4,1,1,3,2,1,26,56,1,1,-4,2,3,0,-6,-6,-6,-6,2,2,3,2,-8,2,6,2,2,4,0,4,0,3,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1032,1032062210,18.4141025925299
190010,62210,4,1,1,3,2,2,25,56,1,1,-4,2,3,0,-6,-6,-6,-6,2,2,3,3,-8,2,5,2,1,2,0,2,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.5912892828049
190110,62210,4,1,1,3,2,2,23,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,6,2,4,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,12,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.5912892828049
190910,62210,4,1,1,3,2,1,18,56,1,1,-4,2,7,0,-6,-6,-6,-6,2,2,3,2,-8,2,6,2,2,4,1,3,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,263,1,2,2,2,2,2,2,2,8,6,30,2,5,811,2,-18,-18,1,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,8,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1032,1032062210,18.4141025925299
191410,62210,4,1,1,3,2,1,32,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,1,1,-9,3,0,3,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.4141025925299
191411,52211,4,1,2,6,2,1,23,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,1,-9,1,-10,-10,-10,-10,-10,1,12,1215,1,1,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,2,0,1215013,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70150001,2,7,7015,1,1,6,1,1,6,6,9,1,888,6,6,7,-34,-34,-34,9,1,2016,11,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70150001,2,7,7015,421,1,2,2,2,2,2,2,2,2,9,7,1800,1,3,2,467,2,2,-45,2,3,4,1,2062,2062052211,49.897140198448
191610,62210,4,1,1,3,2,2,19,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,3,0,3,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,6,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,51,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.5912892828049
191810,62210,4,1,1,3,2,1,30,56,1,1,-4,2,9,0,-6,-6,-6,-6,2,2,3,2,-8,2,1,1,-9,4,1,3,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,34,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1032,1032062210,18.4141025925299
192110,62210,4,1,1,3,2,2,24,56,1,1,-4,2,7,0,-6,-6,-6,-6,2,2,3,2,-8,2,6,2,2,4,0,4,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,96,1,1215013,5,2,-20,-20,2,-22,1,1,5,1,2,2,27,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1032,1032062210,18.5912892828049
193110,62210,4,1,1,3,2,1,34,56,1,1,-4,2,6,0,-6,-6,-6,-6,2,2,3,2,-8,2,1,1,-9,4,2,2,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,49,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1032,1032062210,18.4141025925299
193210,62210,4,1,1,3,2,1,39,16,1,1,-4,2,8,0,-6,-6,-6,-6,2,2,3,3,-8,2,1,1,-9,3,1,2,0,1,1,16,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,6,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1032,1032062210,18.4141025925299
