folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,vieneud,paisvive,trabaja,estuvo,p1,p1_1,p1_1_1,p1_1_2_1,p1_1_2_2,p1_2,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1c,p8_1t,p8_2m,p8_2a,p9,p9_1,p10,p11,p11_1,p11_1_1,p11_1_2,p12,p12_1c,p12_1u,p12_2,p13c,p13t,p13_1_1c,p13_1_1t,p13_1_2c,p13_1_2t,p13_1_3c,p13_1_3t,p14,p14_1,p14_1_1f,p14_1_1p,p14_1_1u,p14_1_2e,p14_1_2m,p14_1_3,p14_3,p14_4,p14_5,p14_6_0_1,p14_6_0_2,p14_6_0_3,p14_6_0_4,p14_6_0_5,p14_6_0_6,p14_6_0_7,p14_6_1,p14_7_1,p14_7_2,p14_7_3,p14_7_4,p14_7_5,p14_7_6,p14_7_7,p14_8,p14_9,p14_10c,p14_10u,p14_10t,p14_10_1,p14_11,p14_12,p14_12_1,p14_12_2,p14_12_3,p14_12_4,p14_12_5,p14_12_6,p15,p15_1,p15_2c,p15_2t,p16c,p16t,p17,p17_1_1,p17_1_2,p17_1_3,p17_2,p18_1,p18_1_1,p18_2,p18_2_1,p18_3,p18_3_1,p18_4,p18_4_1,p19_0_1,p19_0_2,p19_0_3,p19_0_4,p19_1,p20,p21,p22,p23c,p23t,p23_1,p23_2c,p23_2t,p23_3,p23_4c,p23_4t,p23_5,p24,p24_1,p25a,p25m,p26p,p26_1e,p26_1m,p26_1l,p26_1u,p26_2d,p26_2m,p26_2b,p26_2u,p27,p27_1,p27_2,p27_2_1,p27_4,p27_5,p27_6,p27_7,p27_8,p28,p29,p29_1m,p29_1a,p29_2,p29_3,p29_3_1,p29_4,p29_5c,p29_5t,p29_6,p29_7,p30,filtro,estrato,upm,ponfin3
631709,142209,3,1,3,2,3,2,65,1,1,4,-4,-4,1,0,-7,-7,-7,1,1,1,0,0,2,2,5,2,1,9,2,6,1,3,2,3,8,5,1,2022,0,1312047,2,2,-14,-14,2,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,779,77,15,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7034,70340053,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3023,3023142209,16.5319022935274
515009,122209,3,1,1,1,2,2,28,1,1,4,-4,-4,1,0,-7,-7,-7,1,2,2,3,2,-9,2,5,2,1,4,2,2,0,1,2,3,5,6,7,2022,0,1217001,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,1,779,77,3,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7089,70890001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012122209,23.2414769513884
512509,122209,3,1,1,1,2,2,38,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,3,3,-9,2,5,2,1,4,2,2,0,1,2,3,2,6,6,2022,1,1217001,2,1,2,-15,-15,2,-17,-17,-17,777,7,777,7,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7087,70870001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012122209,19.2659617332183
403009,82209,3,1,3,1,2,2,31,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,7,2,5,0,3,2,3,7,6,8,2021,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,779,77,1,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7008,70080001,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012082209,10.627430937815
401509,82209,3,1,3,1,2,2,34,1,1,1,2,1,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,5,2,1,7,2,4,1,3,2,3,6,6,6,2022,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,999,99,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,779,77,5,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7025,999999999,99,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012082209,10.627430937815
377809,82209,3,1,3,2,3,2,32,1,1,4,-4,-4,1,1,1,1,96,1,1,1,6,1,1,2,5,2,1,5,2,3,0,1,2,3,10,5,99,2021,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,1,1,2,-34,1,2,2,2,2,2,-36,1,1,4,779,77,3,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,1,-44,-44,-44,-44,13,1310,9999999,99,2,5,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3023,3023082209,38.5744369278836
347509,72209,3,1,3,1,2,2,37,1,1,4,-4,-4,1,1,1,1,96,1,2,2,6,1,1,2,5,2,1,5,2,3,0,1,2,3,8,6,6,2022,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,779,77,8,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7019,70190001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012072209,12.0185351194793
175909,42209,3,1,3,2,2,2,33,1,1,4,-4,-4,2,2,1,1,96,2,2,2,6,1,1,2,5,2,1,4,2,2,0,1,2,3,7,6,99,9999,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,779,77,99,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7011,999999999,99,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3022,3022042209,13.7765841464726
174409,32209,3,1,3,1,2,2,30,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,5,2,1,4,2,2,0,2,2,3,8,5,1,2022,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,6,888,88,-39,4,5,5,-42,-42,-42,999,2022,9999,99,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998, ,3012,3012032209,4.63080465244144
149709,32209,3,1,1,1,2,2,39,1,1,4,-4,-4,2,2,1,1,96,2,2,2,3,3,-9,2,5,2,1,4,2,2,0,1,2,3,3,6,5,2022,1,1217001,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7089,70890001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012032209,18.5697767185753
148409,32209,3,1,1,1,2,2,42,1,1,4,-4,-4,1,1,1,1,96,1,2,2,1,2,-9,2,5,2,1,6,2,4,0,1,2,3,10,6,2,2022,1,1217001,2,1,5,-15,-15,2,-17,-17,-17,777,7,777,7,999,99,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,1,2,1,2,1,2,1,2,2,2,2,2,-36,1,1,4,779,77,1,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7040,70400001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012032209,18.5697767185753
143709,32209,3,1,1,1,2,2,37,1,1,4,-4,-4,1,1,1,1,96,1,2,2,3,2,-9,2,5,2,1,5,2,3,0,1,2,3,6,6,4,2022,1,1217001,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7087,70870001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012032209,18.5697767185753
117309,32209,3,1,1,1,2,2,27,1,1,4,-4,-4,2,2,1,1,96,2,2,2,3,3,-9,2,5,2,1,4,2,2,0,1,2,3,8,6,4,2022,2,1217001,2,1,5,-15,-15,2,-17,-17,-17,777,7,777,7,999,99,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,1,2,1,2,1,2,1,2,2,2,2,2,-36,1,1,4,779,77,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7087,70870001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012032209,18.5697767185753
84109,22209,3,1,3,1,3,2,41,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,3,1,1,2,5,2,1,4,2,2,0,1,2,3,6,5,99,2022,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,6,779,77,40,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7034,70340239,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3013,3013022209,5.27104112
77709,22209,3,1,3,1,3,2,48,1,1,4,-4,-4,2,2,1,1,96,2,2,2,1,2,-9,2,5,2,1,5,2,3,0,2,2,3,15,5,99,2021,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,1,779,77,99,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7034,70340053,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3013,3013022209,36.89728784
31809,12209,3,1,1,1,2,2,31,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,5,2,1,5,2,3,0,1,2,3,1,6,4,2022,0,1217001,2,1,2,-15,-15,2,-17,-17,-17,777,7,777,7,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,3,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7087,70870001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012012209,16.3801609957916
809,12209,3,1,1,1,2,2,38,1,1,4,-4,-4,1,1,1,1,96,1,2,2,1,2,-9,2,5,2,1,5,2,3,0,1,2,3,6,6,2,2022,1,1217001,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,1,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7087,70870001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012012209,16.3801609957916
998609,252209,3,1,3,1,3,2,72,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,0,0,2,2,5,2,1,7,2,3,2,4,1,2,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,1,1,2,6,5,-40,-40,-40,-40,5,5,2,0,-43,2016,13,1,-44,-44,-44,-44,13,1312,1312090,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3013,3013252209,17.8701155308333
392607,282207,3,1,3,2,3,2,35,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,5,2,1,4,2,2,0,2,2,1,-12,-12,98,2020,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,19,5,18,5,1,5,1,5,1,1,71060948,-20,1,7,7106,2,411,6,-21,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,12,6,800,1,2,1,466,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,18,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,2,6,-40,-40,-40,-40,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,3023,3023282207,6.07505674171864
321607,262207,3,1,3,1,3,2,30,1,1,1,1,-5,1,0,-7,-7,-7,0,1,1,3,1,1,2,5,2,1,5,2,3,0,2,2,1,-12,-12,7,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,9,1,9,1,999,99,999,99,1,1,70340446,-20,1,7,7034,2,961,1,2,1,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,9,6,2300,1,5,1,814,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,997,97,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,1,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312056,1,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013262207,5.36743264896144
1279608,312208,3,1,3,2,3,2,34,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,0,0,2,2,5,2,1,4,2,2,0,2,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,8,5,8,5,1,3,1,3,1,1,71072501,-20,1,7,7107,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,3023,3023312208,5.51063365858904
140008,42208,3,1,1,1,2,2,26,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,4,2,2,0,2,2,1,-12,-12,7,2022,0,1217001,1,1,1,-15,-15,2,-17,-17,-17,1,5,1,5,998,98,998,98,1,1,70540126,-20,1,7,7054,2,611,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,6,150,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,12,0,-43,2016,13,1,-44,-44,-44,-44,12,1221,1221001,1,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1012,1012042208,13.0451075086124
1145609,282209,3,1,1,1,3,2,37,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,7,2,5,0,2,2,1,-12,-12,8,2022,0,1217001,1,1,2,2,-16,2,-17,-17,-17,1,5,1,5,998,98,998,98,1,1,70890465,-20,1,7,7089,2,611,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,8,6,250,1,2,1,111,1,1,1,1,4,-27,-27,1,-29,3,2,5,6,2,-31,-31,-31,-31,1,2,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,12,0,-43,2017,13,1,-44,-44,-44,-44,9,916,916001,2,1,-47,2,4,-50,-50,-50,-50,-50,1,2,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,1,1013,1013282209,20.2760743528101
1012409,252209,3,1,3,2,2,2,36,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,5,2,1,6,2,3,1,2,2,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,7,5,7,5,3,2,3,2,1,1,70400419,-20,1,7,7040,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,3022,3022252209,5.51063365858904
964309,202209,3,1,3,1,3,2,35,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,5,2,1,5,2,3,0,2,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,5,8,5,3,2,3,2,1,1,70300376,-20,1,7,7030,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,3013,3013202209,17.3749130774518
892109,212209,3,1,1,2,3,2,38,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,8,2,6,0,2,2,1,-12,-12,9,2022,0,1217001,1,1,1,-15,-15,2,-17,-17,-17,15,2,15,2,998,98,998,98,1,1,70870129,-20,1,7,7087,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,8,6,240,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,4,-40,-40,-40,-40,15,2,24,0,-43,2017,13,1,-44,-44,-44,-44,11,1107,1107001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1023,1023212209,23.978662351
464507,292207,3,1,2,1,3,2,30,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,5,2,1,4,2,2,0,2,2,1,-12,-12,7,2022,2,1215013,1,1,1,-15,-15,2,-17,-17,-17,8,1,998,98,998,98,998,98,1,2,-19,70890001,2,7,7089,2,421,1,2,2,2,2,2,2,2,2,-22,2,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,463,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,2013,2013292207,16.4828690489652
1164608,292208,3,1,3,1,2,2,36,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,5,2,1,6,2,3,1,2,2,3,2,6,99,9999,0,1312047,1,2,-14,-14,7,2,-17,-17,-17,777,7,777,7,777,7,777,7,1,2,-19,70340014,1,7,7034,1,421,6,-21,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,10,6,500,1,2,1,461,2,-24,-24,-24,-24,-24,-24,1,-29,777,7,1,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,779,77,99,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7034,70340014,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012292208,14.8000450698594
